,SNP Names,Position (cM),Mean LOD,Mean P Value,Variance LOD,Variance P Value,Joint LOD,Joint P Value,A Mean Est,A Mean Lower Bound,A Mean Upper Bound,A Standard Deviation Est,A Standard Deviation Lower Bound,A Standard Deviation Upper Bound,B Mean Est,B Mean Lower Bound,B Mean Upper Bound,B Standard Deviation Est,B Standard Deviation Lower Bound,B Standard Deviation Upper Bound
1524,IDP28,3362.29,1.212683,0.545342359,2.34950835,0.308894905,2.8606262,0.58141354,59.66048237,59.0378275,60.28313725,12.75197534,11.65035371,13.95776292,60.1986755,59.4028882,60.99446279,12.2245075,10.83454826,13.79278399
1525,umc1803,3362.3,3.028960556,0.219922454,0.649973143,0.722537056,3.239271566,0.518611366,59.66787659,59.05716101,60.27859216,12.91136188,11.81604246,14.10821484,60.49211356,59.7229652,61.26126193,12.35576813,10.9928792,13.88762702
1526,asg22,3363.4,2.64618433,0.266310551,0.408243841,0.815362956,3.03886693,0.551342313,60.11615245,59.50067937,60.73162553,10.15880451,9.20952691,11.20592947,59.3807947,58.60694247,60.15464694,9.545785019,8.361090342,10.89834076
1527,AY107200,3368.34,0.621431567,0.732922155,1.208789731,0.546404975,1.657904269,0.798349398,59.58022388,58.95622759,60.20422017,13.7757389,12.61636545,15.04165229,60.49211356,59.72294958,61.26127755,13.07080701,11.65883246,14.65378258
1528,AY109933,3373.1,1.768940099,0.412932949,0.370066195,0.831076777,3.077213417,0.544988101,58.91525424,58.30994762,59.52056086,12.01133971,10.95591479,13.16843772,61.13664596,60.36017045,61.91312148,11.99915775,10.6624692,13.50341877
1529,IDP3866,3376.04,1.570090066,0.456099162,1.839481136,0.398622443,2.510219892,0.642806703,59.84684685,59.22844781,60.46524588,10.63466589,9.659714535,11.70801872,59.86713287,59.06480782,60.66945791,9.987531631,8.735453337,11.419074
1530,IDP1949,3376.05,1.568974496,0.456353638,1.835710184,0.399374745,2.506705526,0.643435468,59.84684685,59.22844781,60.46524588,10.63466589,9.659714535,11.70801872,59.86713287,59.06480782,60.66945791,9.987531631,8.735453337,11.419074
1531,AY110064,3376.81,0.793411347,0.67253194,1.777894484,0.411088302,1.981513206,0.739159289,60.06679035,59.43246391,60.7011168,9.067275236,8.163107871,10.07159056,59.90909091,59.03257829,60.78560353,8.512408314,7.277245815,9.957214191
1532,umc2287,3379.51,0.007082101,0.996465211,1.820455659,0.402432528,1.846212358,0.764017566,59.55535055,58.92852841,60.1821727,14.64222497,13.43883697,15.95337101,60.54770318,59.76536313,61.33004323,13.20307731,11.72549181,14.86686045
1533,chb102,3380.17,0.026497316,0.986838719,2.172432405,0.337491079,2.197963376,0.699402156,59.84684685,59.22846072,60.46523297,11.05424719,10.05639035,12.15111751,60.19269103,59.41777139,60.96761067,10.28588854,9.045868995,11.69589158
1534,mbd116,3383.2,0.443465688,0.801129362,0.897174009,0.638529754,1.393513115,0.845321681,59.85008818,59.24324001,60.45693636,10.94989373,9.970631465,12.02533392,60.19269103,59.41778394,60.96759812,10.26393378,9.025497028,11.67230306
1535,gpm296a,3390.86,4.89586093,0.086472359,0.129776689,0.937172098,7.824143053,0.098236664,60.4088785,59.74390283,61.07385418,10.98580377,9.884014571,12.21041142,61.64516129,60.7853515,62.50497108,10.18584689,8.780862336,11.81563642
1536,gpm450a,3391.76,3.888507009,0.143094002,0.158405296,0.923852689,5.122905327,0.274917521,61.63304721,61.00541173,62.26068269,11.13772386,10.07652584,12.31068075,60.55052265,59.75123147,61.34981383,11.13168696,9.798278192,12.64655404
1537,gpm363e,3394.07,3.912085982,0.141416903,0.153920335,0.925926735,5.146238752,0.272618912,61.52330508,60.90610858,62.14050159,10.43700756,9.426433842,11.55592122,59.675,58.82991867,60.52008133,10.95069644,9.594393891,12.49873143
1538,AY110231,3395.31,0.500208329,0.778719664,0.101581492,0.950477541,0.638395546,0.958702982,60.68773946,60.06407604,61.31140289,11.02056485,10.00310408,12.14151613,58.88439306,58.1410069,59.62777923,10.72571242,9.522556902,12.08088417
1539,sbp2,3404.41,2.466831107,0.29129594,0.841951131,0.65640614,3.223520131,0.521140439,60.83908046,60.18645481,61.49170611,9.220799902,8.238436898,10.32030128,58.11873351,57.36121478,58.87625223,9.871773339,8.74946407,11.13804321
1540,bnlg1565,3405.81,1.784913625,0.409648087,1.451310151,0.484007404,3.384894675,0.495594728,61.15242494,60.52344484,61.78140504,9.904249068,8.892599096,11.03098751,58.43553009,57.64805447,59.2230057,10.99284738,9.749659548,12.3945552
1541,gpm875,3409.69,4.34535575,0.113872273,0.352542413,0.838390576,5.684019265,0.224021318,61.45365854,60.79348933,62.11382774,10.17980106,9.116554945,11.36705151,59.83888889,59.09641521,60.58136257,10.66941807,9.484476112,12.00240062
1542,npi593a,3411.81,0.456504667,0.795923396,1.416509548,0.492502977,1.907472694,0.752772115,58.87431694,57.79379058,59.9548433,13.14851373,11.27442142,15.3341273,57.6,56.62309925,58.57690075,12.60319696,10.89891946,14.57397443
1543,AY107910,3411.82,3.226596318,0.199229439,1.893762261,0.387949101,3.631060823,0.458231967,60.68957346,59.9999516,61.37919531,8.102103402,7.162200144,9.165351179,58.9837587,58.30458279,59.66293461,8.072017041,7.144845004,9.119506312
1544,umc1101,3415.11,3.662713814,0.160196049,1.885683174,0.389519408,4.041327747,0.40044164,60.31203931,59.60782879,61.01624983,8.100173551,7.143333412,9.185181171,58.9837587,58.3045685,59.6629489,8.052222047,7.12630018,9.098449161
1545,umc2046,3417.11,2.638434411,0.267344496,0.913418421,0.633364489,2.787745311,0.593949938,59.9192399,59.20954063,60.62893918,7.295458766,6.397710102,8.319182608,59.01939058,58.28387627,59.75490489,7.075987241,6.140473988,8.154027771
1546,IDP414,3424.52,1.190292928,0.551481788,2.638876338,0.267285429,3.26824538,0.513979186,60.41489362,59.64904482,61.18074242,13.19489748,11.84623692,14.69709924,59.4,58.76454163,60.03545837,12.21793493,11.08896829,13.46184152
1547,IDP4019,3427.21,1.068519956,0.586102859,2.475107064,0.290093054,2.966186994,0.56349978,60.25066667,59.48745364,61.0138797,12.78828772,11.4665467,14.26238493,59.53433476,58.89620415,60.17246538,11.96417486,10.84876128,13.19426949
1548,bnlg589,3430.31,0.200143128,0.904772666,0.392404381,0.821846049,0.592774631,0.963863196,60.24289406,59.5006337,60.98515441,11.94383927,10.70124874,13.33071494,59.74844075,59.12386577,60.37301573,11.25792546,10.20149664,12.42375409
1549,umc1532,3432.01,5.574779607,0.061581745,5.332207742,0.069522567,7.240521492,0.123710688,60.09470752,59.31434728,60.87506777,11.76874076,10.48736484,13.20667882,59.41580042,58.78763137,60.04396946,11.03124917,9.985587386,12.18640962
1550,gpm803b,3435.09,0.787202156,0.674623125,1.005459769,0.604877159,2.075202222,0.721929406,61.62199313,60.7949356,62.44905066,8.139885342,7.020640464,9.43756253,60.04525862,59.42082951,60.66968773,7.837540291,6.971157406,8.811598167
1551,gpm924c,3436.59,0.705047389,0.702911914,1.027907702,0.598125996,1.962569542,0.742643425,61.10542169,60.34180068,61.86904269,9.506954526,8.362540142,10.80798212,59.8817734,59.21236394,60.55118286,9.257529724,8.243724414,10.39601184
1552,IDP1459,3441.3,2.317966876,0.313805021,1.991693582,0.369410499,3.550368737,0.47026111,60.83054893,60.10023223,61.56086563,11.74525873,10.55103061,13.07465666,58.88388626,58.2305619,59.53721061,10.64602161,9.567213346,11.84647735
1553,umc2011,3442.84,1.095064265,0.578375404,1.012854002,0.602644987,2.090133614,0.719185218,61.37380952,60.67421706,62.07340199,12.18879267,10.98616756,13.52306579,58.88388626,58.23056283,59.53720968,11.45545301,10.32772892,12.70631758
1554,gpm350b,3445.42,6.502561107,0.038724587,1.54539357,0.461766104,7.730942934,0.101946425,62.97089947,62.27358809,63.66821086,9.747286732,8.664829447,10.96497043,58.63861386,57.96615694,59.31107078,9.721480666,8.67523243,10.89390827
1555,gpm665b,3446.67,4.177285556,0.123855121,1.616683963,0.445596261,5.933722796,0.204152871,61.5994695,60.91313947,62.28579952,11.38279033,10.20093136,12.70157706,59.25138122,58.51189511,59.99086732,11.97859079,10.71076417,13.39648929
1556,lim471a,3448.81,3.532289874,0.170990901,0.138638763,0.93302864,3.594667657,0.463630644,61.6,60.96557397,62.23442603,6.648886579,5.85486435,7.550592139,57.99745547,57.28131848,58.71359246,6.776748664,5.892504866,7.793684266
1557,gpm167a,3451.22,3.870164883,0.144412363,1.207425102,0.546777922,3.873292059,0.423425411,63.33333333,62.59733206,64.0693346,12.02252881,10.71232021,13.49298714,59.27751196,58.59183402,59.9631899,12.69529798,11.46894863,14.05277815
1558,IDP688,3453.43,1.479041965,0.477342516,2.141319977,0.34278221,3.100168512,0.541204615,60.6281407,59.91094273,61.34533868,13.16737071,11.87346545,14.60227868,59.15801354,58.48642112,59.82960597,13.013331,11.79803175,14.35381657
1559,IDP3816,3454.7,1.183749755,0.553288963,2.117835263,0.346831006,2.787373043,0.594014312,60.47487437,59.75157786,61.19817089,13.71645485,12.38455397,15.19159544,59.29571106,58.62879952,59.9626226,13.34985309,12.11792961,14.70701542
1560,asg41,3455.61,0.581009653,0.74788592,0.586449074,0.74585465,1.152817181,0.885804175,60.65631929,59.99257408,61.3200645,13.34679846,12.12365493,14.69334373,59.17164179,58.46105872,59.88222486,13.48719435,12.18167869,14.93262267
1561,gpm629b,3457.08,3.235358775,0.198358479,1.073590795,0.584618724,3.239808024,0.518525366,62.15714286,61.46964675,62.84463896,9.698283161,8.600518912,10.93616527,59.60987654,58.93451241,60.28524068,10.18635443,9.110038236,11.38983326
1562,umc1180,3459.01,0.950949071,0.62159002,1.307419736,0.520112644,2.148620526,0.708445909,61.23768116,60.50339088,61.97197144,11.15541168,9.927726394,12.53491534,58.94209354,58.28200953,59.60217755,11.41809361,10.30879246,12.64676363
1563,gpm87a,3460.83,0.596709813,0.742037939,0.087688662,0.957102937,0.724206141,0.948310603,62.53040541,61.75999456,63.30081625,10.80989937,9.528944244,12.26305049,60.6017192,59.8841265,61.3193119,10.92341701,9.725503563,12.2688803
1564,AY109668,3462.31,0.989756212,0.609645215,0.120168468,0.941685208,1.046652755,0.902641308,60.91169978,60.25400322,61.56939633,9.922819384,8.906922032,11.054587,59.12972973,58.39865197,59.86080749,9.962451011,8.840228714,11.22713375
1565,gpm663b,3463.66,2.785134559,0.248436679,1.263404534,0.531685959,2.888763443,0.576609796,61.81360947,61.05804088,62.56917806,9.017481751,7.917452614,10.27034592,59.90990991,59.26875078,60.55106904,8.810250221,7.864878283,9.869257497
1566,gpm122,3465.99,2.789768571,0.247861716,1.278287652,0.527744072,2.890292171,0.576349394,62.28739003,61.566052,63.00872806,11.79064385,10.52447739,13.20913879,59.33414044,58.64622488,60.02205599,12.34675534,11.13582052,13.68937
1567,AY109859,3468.61,1.489015823,0.474967969,1.315884248,0.517916045,2.393481451,0.663805594,60.44736842,59.7793185,61.11541834,12.595181,11.41693607,13.89502258,59.17058824,58.41481455,59.92636192,12.31730764,10.99303388,13.80110979
1568,IDP3969,3475.41,0.442894488,0.801358198,1.576403031,0.454661763,2.028083236,0.730593428,60.7974026,60.06545544,61.52934976,10.93967796,9.766140233,12.25423258,59.05701754,58.39764965,59.71638544,10.74681228,9.682710237,11.92785608
1569,AY109611,3475.61,0.052016266,0.974327165,1.851687755,0.396196936,1.920607767,0.750358355,60.20185185,59.58008363,60.82362007,11.27527723,10.25516744,12.39686015,61.30991736,60.50124796,62.11858675,9.943502893,8.630153101,11.45672025
1570,hon106b,3482.06,1.830172371,0.400482109,0.381765948,0.826229273,2.070714597,0.722754322,61.24681934,60.52420317,61.96943551,12.76369199,11.48671998,14.18262425,58.77586207,58.1316233,59.42010084,12.38142667,11.2366883,13.64278533
1571,AY111822,3484.57,1.892320216,0.388228922,0.378788704,0.827460132,2.127787509,0.712269175,60.81746032,60.08120986,61.55371077,12.11467119,10.85598696,13.51929203,58.77586207,58.13160988,59.42011426,11.7677398,10.65839802,12.99254351
1572,gpm597,3485.71,2.428519348,0.296929758,0.649422175,0.722736131,2.534413875,0.638484239,61.99380805,61.20394954,62.78366656,7.386124659,6.372775137,8.560609203,59.68055556,59.0293493,60.33176181,7.12547722,6.271880916,8.095247072
1573,umc169a,3488.61,1.549218085,0.460883932,0.150057974,0.927716594,1.661972111,0.797613284,61.11417323,60.23968693,61.98865953,13.28791788,11.69459645,15.09832017,59.38057743,58.67369587,60.08745898,13.15747582,11.85441511,14.60377153
1574,gpm182,3488.68,1.603741732,0.448489116,0.122040412,0.940804229,1.789923677,0.774325355,61.05684211,60.42662487,61.68705935,9.035925482,8.101440785,10.07820109,59.74900398,58.85577672,60.64223125,9.265490247,7.973481972,10.76685315
1575,cat3,3491.71,3.862673947,0.144954269,0.136122352,0.934203321,5.424438046,0.24645171,60.48267898,59.812794,61.15256397,11.840583,10.68797628,13.11748848,60.28395062,59.5973938,60.97050744,11.74273086,10.56281559,13.0544481
1576,bip2,3497.91,0.262275313,0.877097028,0.070205231,0.965506335,0.340523577,0.987050265,60.61336516,59.93215593,61.29457438,12.57538647,11.3599433,13.92087448,59.27419355,58.59293957,59.95544753,12.79058607,11.57483618,14.13403088
1577,umc1649,3499.41,2.745491237,0.253410236,0.554740851,0.757773746,2.886294606,0.577030464,60.86633663,60.1787162,61.55395707,9.421586819,8.385926617,10.58515084,59.04761905,58.35137631,59.74386179,9.681778734,8.636838619,10.8531424
1578,IDP342,3500.81,2.632708122,0.268111039,2.132754718,0.344253368,3.583222447,0.465337516,59.96276596,59.23327786,60.69225405,9.551394707,8.462564736,10.78031822,59.54444444,58.87017474,60.21871414,9.642305022,8.63241004,10.77034637
1579,gpm247b,3500.92,2.327581315,0.312300112,2.357750684,0.307624517,3.446754216,0.48602053,60.48137536,59.74102237,61.22172835,9.702615357,8.573674445,10.98020987,60.93533487,60.28148517,61.58918457,9.565734333,8.560281825,10.68928281
1580,IDP155,3502.92,0.565294965,0.753785464,1.734870559,0.420027422,2.133286118,0.711259826,60.0978836,59.36112263,60.83464457,10.83780228,9.661827107,12.15690956,59.65442765,58.99630908,60.31254621,10.72711483,9.669672142,11.90019588
1581,umc1707,3508.41,0.14083987,0.932002357,0.205955354,0.902147112,0.364406145,0.985285961,60.40196078,59.69664977,61.1072718,12.72814578,11.47831738,14.11406303,59.49440716,58.83922643,60.14958789,12.39029146,11.22528684,13.67620486
1582,gpm566b,3509.24,0.58075874,0.747979753,2.073211949,0.354656354,2.423538573,0.658377694,61.11214953,60.14687811,62.07742096,11.08237582,9.534776178,12.881168,60.51456311,59.90472064,61.12440558,10.88160719,9.876088807,11.98950084
1583,bnlg1890,3510.31,1.005845012,0.604760658,0.222497469,0.894716175,1.206184173,0.877079388,60.73126615,60.01668795,61.44584435,11.39699714,10.20594622,12.72704569,58.95961995,58.2677423,59.6514976,11.50055616,10.34565826,12.78437665
1584,AI676903,3515,0.699329025,0.704924543,0.335394749,0.845609699,0.925474804,0.920877933,60.68206522,59.94571955,61.41841088,13.66674955,12.29802686,15.18780576,59.33470226,58.69414364,59.97526087,13.67663086,12.47786325,14.99056592
1585,AY110625,3525.7,1.163314076,0.558971362,2.443690656,0.294685873,3.380807012,0.496231701,58.78016086,58.02122822,59.5390935,9.255033422,8.168386502,10.48623784,60.94077449,60.27671248,61.60483649,8.86391525,7.900003057,9.945438373
1586,AY109758,3532.1,1.029378276,0.597686364,2.189655255,0.334597277,2.75887905,0.598951556,59.55955679,58.8131816,60.30593197,8.495710793,7.457064803,9.67902302,59.97928994,59.19951686,60.75906302,8.570506292,7.489961104,9.806937189
1587,ufg36,3535.8,0.452158063,0.797655059,1.320574115,0.51670299,2.356087916,0.670576995,60.20620843,59.52625292,60.88616394,11.45050128,10.32885985,12.69394507,60.30845771,59.63910694,60.97780848,10.70958729,9.601750319,11.94524499
1588,gpm434b,3537.7,0.405830677,0.816347352,0.942132529,0.624336206,1.676043392,0.795064633,60.6548913,59.90774493,61.40203768,11.8437713,10.58624443,13.25067823,60.65116279,59.98372216,61.31860343,10.91786335,9.785911354,12.18075004
1589,IDP1658,3538.44,1.700005433,0.427413771,2.057946673,0.357373675,2.860767782,0.581389317,59.4543379,58.7547688,60.153907,12.35378873,11.1561129,13.68004227,60.28784119,59.60190713,60.97377525,11.66384866,10.4874885,12.97215874
1590,IDP1619,3538.48,1.738595842,0.41924579,2.032584455,0.361934426,2.888182114,0.576708835,59.00236407,58.30251584,59.70221229,6.637528405,5.788018422,7.611721338,60.28784119,59.60189229,60.9737901,6.432088219,5.590073665,7.400932677
1591,csu1087,3539.5,1.484785465,0.475973674,0.732341849,0.693384275,2.024052735,0.731334735,59.96480331,59.30366554,60.62594109,7.444592204,6.594410324,8.404383465,59.97402597,59.28266304,60.66538891,7.070592636,6.172593211,8.099234553
1592,umc1423,3545,1.405622307,0.495191287,0.602618717,0.739848859,1.74352662,0.782796608,59.24946237,58.58193268,59.91699205,12.89028456,11.70205417,14.19916826,60.58247423,59.88610399,61.27884447,12.30776977,11.07133226,13.68229163
1593,umc1445,3552.6,2.749835792,0.252860356,0.215891714,0.897676198,3.237203066,0.518943054,59.68480726,59.02307396,60.34654056,10.5219366,9.459463163,11.70374554,60.90024938,60.19813013,61.60236863,10.63264879,9.509580984,11.88834928
1594,gpm548b,3553.27,2.581913759,0.275007508,0.677196665,0.712768687,4.747823301,0.314164404,60.52040816,59.80510226,61.23571407,11.46478559,10.27351588,12.79418947,60.79614325,60.10098016,61.49130635,10.77896741,9.617531902,12.08066056
1595,umc2022,3554.4,2.813936883,0.244884541,0.717758753,0.698458597,3.459246205,0.484102044,59.19213974,58.51955252,59.86472695,12.34410262,11.17920898,13.63038026,61.46770026,60.78033344,62.15506708,11.63788903,10.44823828,12.96299504
1596,mmp6,3557.4,3.982572305,0.136519727,1.533846186,0.46443991,4.805057016,0.307890933,59.15704388,58.45626154,59.85782622,11.48374728,10.33422038,12.7611418,61.74102564,61.0772166,62.40483468,10.42163193,9.325468048,11.64664459
1597,IDP440,3557.7,5.749359097,0.056434221,3.606656668,0.164749633,7.375526555,0.117324964,58.19512195,57.50480621,58.88543769,11.93385142,10.77721815,13.21461697,61.31111111,60.58347982,62.0387424,11.29000167,10.07254585,12.65460982
1598,IDP3935,3559.57,1.874196419,0.391763002,2.040662411,0.360475529,3.453492836,0.484985004,58.84090909,58.15401852,59.52779966,9.689026468,8.662797655,10.83682635,60.96508728,60.26792313,61.66225144,9.432070213,8.388329765,10.60568087
1599,IDP122,3559.9,1.950450835,0.377107337,2.075331645,0.354280672,3.603745974,0.462279834,58.46588235,57.76525639,59.16650831,12.95010178,11.70480609,14.32788677,61.27163462,60.59119391,61.95207533,12.46324221,11.25251605,13.8042377
1600,bnl8.33,3561.8,6.07587899,0.047933555,3.660569959,0.16036786,7.789643114,0.099594958,58.15710723,57.42180767,58.89240679,10.80623342,9.653479343,12.0966417,60.68101266,59.99407875,61.36794656,10.10679534,9.020950949,11.32334192
1601,bnlg1006,3562.5,3.75755636,0.152776657,2.042536098,0.360137978,4.687162205,0.320927935,58.21276596,57.4425864,58.98294552,11.96482335,10.64286188,13.45098709,60.50558659,59.75879077,61.25238241,12.09403697,10.81001745,13.53057301
1602,gpm666a,3566.23,2.614842625,0.270516736,0.992105614,0.608929484,3.613633105,0.460811778,59.8030303,59.00110243,60.60495817,11.62554503,10.30934136,13.1097897,61.43440233,60.75970712,62.10909755,10.10075697,8.977800498,11.36417448
1603,IDP2557,3566.94,1.762863714,0.414189427,0.504983786,0.776862511,2.561019469,0.633743647,59.81565657,59.09311551,60.53819762,10.36368724,9.242224319,11.62122985,59.88764045,59.21882629,60.55645461,10.19287289,9.149071687,11.35575951
